id,ik,locationName,address,coordinates,distance,email,website,furtherProducts,phone,adress,handler_type,company_purpose,management,registration_number,profit_year,profit_amount,company_url
12719,330841052,Sanitätshaus MOT GmbH,"{'street': 'Lindauerstr. 13', 'streetAddition': '', 'zip': '88069', 'city': 'Tettnang', 'phone': '', 'title': '', 'active': False}","{'lat': 47.67022299759, 'lon': 9.5904839520206}",0,info@sanitaetshaus-tettnang.de,,[],,"Lindauerstr. 13, 88069 Tettnang",Sanitäts- und Hilfsmittelversorgung,"Sanitätshaus MOT GmbH ist spezialisiert auf die Vermietung von Hilfsmitteln, Rehabilitationsbedarf, Alltagshilfen, Stoma, Bandagen, Brustprothetik, Kompressionsversorgung, Einlagen, Orthesen konfektioniert und Orthesen nach Maß. Das Unternehmen zeichnet sich durch seine besonderen Stärken in Sonderanfertigungen, lymphatischen Versorgungen, Cheneau Korsett und myoelektrischen Versorgungen aus. Ihr Geschäftszweck ist es, Menschen mit medizinischen Bedürfnissen qualitativ hochwertige Produkte und Dienstleistungen zur Verfügung zu stellen.",Wolfgang Michael Jakob,HRB 735140 Amtsgericht Ulm,,,https://www.companyhouse.de/Sanitaetshaus-MOT-GmbH-Tettnang
12803,330310118,Sanitätshaus Müllenheim GmbH   Orthopädietechnik,"{'street': 'Saarbrückener Str. 44', 'streetAddition': '', 'zip': '38116', 'city': 'Braunschweig', 'phone': '', 'title': '', 'active': False}","{'lat': 52.278017966321, 'lon': 10.493966974475}",0,,,[],,,,,,,,,
65,590530012,Sanitätshaus Müller-Betten GmbH & Co. KG Haupthaus Engelskirchen,"{'street': 'Im Auel 34 b', 'streetAddition': '', 'zip': '51766', 'city': 'Engelskirchen', 'phone': '', 'title': '', 'active': False}","{'lat': 50.97349899573, 'lon': 7.3559129148431}",0,,,[],,,,,,,,,
30,590341104,Sanitätshaus Müller-Betten GmbH & Co. KG  Niederlassung Ahlhorn,"{'street': 'Zeppelinring 2', 'streetAddition': '', 'zip': '26197', 'city': 'Großenkneten', 'phone': '', 'title': '', 'active': False}","{'lat': 52.899510982342, 'lon': 8.2008219180173}",0,,,[],,,,,,,,,
5,591601101,Sanitätshaus Müller-Betten GmbH & Co KG  Niederlassung Suhl,"{'street': 'Sommerbergstr. 8', 'streetAddition': '', 'zip': '98527', 'city': 'Suhl', 'phone': '', 'title': '', 'active': False}","{'lat': 50.580919965215, 'lon': 10.704037913835}",0,,,[],,,,,,,,,
8758,330646146,Sanitätshaus Nehls GmbH,"{'street': 'Ringstr. 33 - 39', 'streetAddition': '', 'zip': '63505', 'city': 'Langenselbold', 'phone': '', 'title': '', 'active': False}","{'lat': 50.183164272664, 'lon': 9.0337130796574}",0,info@sanitaetshaus-nehls.de,sanitaetshaus-nehls.de,[],+49 6184 205560,"Ringstraße 33, 63505 Langenselbold",Sanitätshaus,"Sanitätshaus-Nehls GmbH ist ein Sanitätshaus, sich auf die Vermarktung von medizinischen Bedarfsartikeln wie Kompressionstrümpfen, Bandagen, Epithesen und anderen Produkten spezialisiert hat. Das Unternehmen hat zwei Filialen in Langenselbold und Nidda und bietet seinen Kunden eine Vielzahl von Produkten und Dienstleistungen an. Der Zweck der Geschäftstätigkeit von Sanitätshaus-Nehls GmbH ist es, Menschen mit medizinischen Bedarfen zu unterstützen und ihnen die notwendigen Produkte und Dienstleistungen anzubieten.",Steffen Koopman,HRB 93244 Amtsgericht Hanau,,,https://www.companyhouse.de/Sanitaetshaus-Nehls-GmbH-Langenselbold
9900,330646282,Sanitätshaus Nehls GmbH Filiale,"{'street': 'Unter der Stadt 7', 'streetAddition': '', 'zip': '63667', 'city': 'Nidda', 'phone': '', 'title': '', 'active': False}","{'lat': 50.408683959229, 'lon': 9.0078189619296}",0,,,[],,,,,,,,,
8952,331103313,Sanitätshaus Neusch Inh. Klaus Scheuner,"{'street': 'Breite Str. 24', 'streetAddition': '', 'zip': '13597', 'city': 'Berlin', 'phone': '', 'title': '', 'active': False}","{'lat': 52.536960950835, 'lon': 13.20565095586}",0,,,[],,,,,,,,,
13680,330931803,Sanitätshaus Nimbs GmbH,"{'street': 'Georgenstr. 13', 'streetAddition': '', 'zip': '92507', 'city': 'Nabburg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.452230965317, 'lon': 12.181810932987}",0,,,[],,"Strieglberg 1, 93133 Burglengenfeld",Einzelhandel,"Betrieb eines Sanitätshauses, insbesondere a) der Vertrieb, Verkauf und Verleih von Sanitätshaus- und Krankenpflegeartikel, von Gesundheits-, Wellness- und Fitnessprodukten, von Reha-Hilfsmitteln, von Produkten aller Art mit gesundheitspezifischen Charakter, b) die Reparatur und Wartung von medizinisch-- technischen Geräten sowie c) die Schulung für Fachkräfte im medizinisch-- technischen Bereich.",Daniel Nimbs,HRB 3252 Amtsgericht Amberg,,,https://www.companyhouse.de/Sanitaetshaus-Nimbs-GmbH-Burglengenfeld
45,331500132,Sanitätshaus Oesterreich GmbH,"{'street': 'Mittelstr. 14', 'streetAddition': '', 'zip': '39418', 'city': 'Staßfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 51.851513991484, 'lon': 11.592407949444}",0,,,[],+49 3925 80150,"Mittelstr. 14, 39418 Staßfurt",Herstellung von sonstigen Waren,"Erbringung orthopädietechnischer Leistungen, weiterer spezialisierter Leistungen in den Bereichen Reha-Technik, Medizintechnik und Home Care sowie Betrieb eines Sanitätshauses.",Sven Primas,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Oesterreich-GmbH-Stassfurt
8977,330324385,Sanitätshaus Ordelheide & Hillmann GmbH,"{'street': 'Lange Str. 33', 'streetAddition': '', 'zip': '31675', 'city': 'Bückeburg', 'phone': '', 'title': '', 'active': False}","{'lat': 52.260534948013, 'lon': 9.044641983404}",0,,,[],,"Obernstr. 27, 31655 Stadthagen",Herstellung von sonstigen Waren,"Handel, Vertrieb und Herstellung von orthopädischen Hilfsmitteln aller Art. Die Gesellschaft kann alle Geschäfte betreiben, dem Gesellschafts- zweck unmitttelbar oder mittelbar zu dienen geeignet sind. Sie kann Zweigniederlassung errichten und sich an gleichartigen oder ähnlichen Unternehmen beteiligen.","Frank Grugel, Bernd Hillmann",HRB 201042 Amtsgericht Stadthagen,,,https://www.companyhouse.de/Sanitaetshaus-Ordelheide-Hillmann-GmbH-Stadthagen
8656,330324739,Sanitätshaus o.r.t.,"{'street': 'Goslarsche Landstr. 19', 'streetAddition': '', 'zip': '31135', 'city': 'Hildesheim', 'phone': '', 'title': '', 'active': False}","{'lat': 52.150688986157, 'lon': 9.9763129716643}",0,info@o-r-t.de,,[],+49 551 37071100,"Maschmühlenweg 47, 37081 Göttingen",Herstellung von sonstigen Waren,"Fertigung und Herstellung von orthopädischen Produkten der Bereiche Orthetik, Prothetik, Rehasonderbau, Orthopädie-Schuhtechnik und deren Vertrieb sowie Handel mit Gesundheits-/Medizinprodukten aller Art in den Bereichen Rehabilitationstechnik, Homecare und Sanitätshaus.",Felix Neumann,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-ort-GmbH-Goettingen
12798,330311095,Sanitätshaus O.R.T.,"{'street': 'Maschmühlenweg 47', 'streetAddition': '', 'zip': '37081', 'city': 'Göttingen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.543424979787, 'lon': 9.9266309262238}",0,info@o-r-t.de,,[],+49 551 37071100,"Maschmühlenweg 47, 37081 Göttingen",Herstellung von sonstigen Waren,"Fertigung und Herstellung von orthopädischen Produkten der Bereiche Orthetik, Prothetik, Rehasonderbau, Orthopädie-Schuhtechnik und deren Vertrieb sowie Handel mit Gesundheits-/Medizinprodukten aller Art in den Bereichen Rehabilitationstechnik, Homecare und Sanitätshaus.",Felix Neumann,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-ort-GmbH-Goettingen
10941,330311164,Sanitätshaus o.r.t. GmbH,"{'street': 'Altendorfer Tor 22', 'streetAddition': '', 'zip': '37574', 'city': 'Einbeck', 'phone': '', 'title': '', 'active': False}","{'lat': 51.81430195848, 'lon': 9.8766559401692}",0,info@o-r-t.de,,[],+49 551 37071100,"Maschmühlenweg 47, 37081 Göttingen",Herstellung von sonstigen Waren,"Fertigung und Herstellung von orthopädischen Produkten der Bereiche Orthetik, Prothetik, Rehasonderbau, Orthopädie-Schuhtechnik und deren Vertrieb sowie Handel mit Gesundheits-/Medizinprodukten aller Art in den Bereichen Rehabilitationstechnik, Homecare und Sanitätshaus.",Felix Neumann,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-ort-GmbH-Goettingen
8980,330645588,Sanitätshaus Orthomed GmbH,"{'street': 'Robert-Bosch-Str. 3', 'streetAddition': '', 'zip': '65719', 'city': 'Hofheim', 'phone': '', 'title': '', 'active': False}","{'lat': 50.064032986086, 'lon': 8.3862649150423}",0,,,[],+49 69 703241,"Kurfürstenpl. 42, 60486 Frankfurt am Main","Sanitätsfachhandel, Orthopädietechnik, Medizintechnik, Homecare und Rehatechnik","Sanitätshaus Orthopädie-Technik Orthomed GmbH ist ein umfassender Anbieter von Gesundheitsdienstleistungen, sich auf Sanitätsfachhandel, Orthopädietechnik, Medizintechnik, Homecare und Rehatechnik spezialisiert hat. Das Unternehmen ist bekannt für seine hochwertigen, individuell gefertigten Hilfsmittel wie Prothesen, Orthesen und Sitzschalen, direkt zu den Kunden nach Hause geliefert werden.",Volker Boieck,HRB 38190 Amtsgericht Frankfurt am Main,,,https://www.companyhouse.de/Sanitaetshaus-Orthopaedie-Technik-Orthomed-GmbH-Frankfurt-am-Main
13682,330915734,Sanitätshaus & Orthopädie-Technik Erdmann,"{'street': 'Bahnhofstr. 32', 'streetAddition': '', 'zip': '82377', 'city': 'Penzberg', 'phone': '', 'title': '', 'active': False}","{'lat': 47.752173973113, 'lon': 11.377155976683}",0,,,[],,,,,,,,,
11392,331510555,Sanitätshaus Orthopädie-Technik F. Hellwig GmbH,"{'street': 'Leipziger Str. 91 // OT Wolfen', 'streetAddition': '', 'zip': '06766', 'city': 'Bitterfeld-Wolfen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.66223096158, 'lon': 12.275668979997}",0,info@sanitaetshaus-hellwig.de,sanitaetshaus-hellwig.de,[],+49 345 2028716,"Barfüßerstr. 10, 06108 Halle (Saale)",Sanitätshaus und Orthopädie-Technik,"Sanitätshaus - Orthopädie - Technik F. Hellwig GmbH ist ein Unternehmen, sich auf die Sanitätshaus- und Orthopädie-Technik spezialisiert hat. Die wichtigsten Merkmale des Unternehmens sind die Bereitstellung von Produkten und Dienstleistungen im Bereich der Orthopädie-Technik. Der Zweck der Geschäftstätigkeit von Sanitätshaus - Orthopädie - Technik F. Hellwig GmbH besteht darin, Kunden mit Fachwissen und Produkten zu unterstützen, auf ihre spezifischen Bedürfnisse zugeschnitten sind.","Silvio Semadeni, Melanie Hellwig, Volkmar Hellwig",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Orthopaedie-Technik-F-Hellwig-GmbH-Halle-Saale
12671,330912343,Sanitätshaus Orthopädietechnik Hinrichsen GmbH & Co. KG,"{'street': 'Zugspitzstr. 13', 'streetAddition': '', 'zip': '82467', 'city': 'Garmisch-Partenkirchen', 'phone': '', 'title': '', 'active': False}","{'lat': 47.491558960819, 'lon': 11.083945957778}",0,,,[],,"Zugspitzstraße 13, 82467 Garmisch-Partenkirchen",Transportwesen & Bahnverkehr,Betrieb eines Sanitätshauses mit orthopädischer Werkstatt (Vollsortiment.,Johannes Groll,HRA 112594 Amtsgericht München,,,https://www.companyhouse.de/Sanitaetshaus-Orthopaedietechnik-Hinrichsen-GmbH-Co-KG-Garmisch-Partenkirchen
208,331202927,Sanitätshaus Orthopädietechnik Seidel Inh. Matthias Harmuth e.K.,"{'street': 'Töpferstr. 2', 'streetAddition': '', 'zip': '03046', 'city': 'Cottbus', 'phone': '', 'title': '', 'active': False}","{'lat': 51.761758955184, 'lon': 14.331843944227}",0,,,[],,,,,,,,,
11680,330950099,Sanitätshaus Orthopädietechnik Stefanie Dobler Inh. Stefanie Dobler-Pötzl,"{'street': 'Altdorfer Str. 16', 'streetAddition': '', 'zip': '91207', 'city': 'Lauf', 'phone': '', 'title': '', 'active': False}","{'lat': 49.508569990601, 'lon': 11.28180897209}",0,,,[],,,,,,,,,
10157,330953968,Sanitätshaus OrthoPoint Rückl & Schick GmbH,"{'street': 'Allersberger Str. 139', 'streetAddition': '', 'zip': '90461', 'city': 'Nürnberg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.436074993634, 'lon': 11.092391918079}",0,info@orthopoint-erlangen.de,orthopoint-erlangen.de,[],+49 9131 920770,"Tennenloherstr. 49, 91058 Erlangen",Sanitätshaus- und Orthopädietechnik-Dienstleistungen,"Sanitätshaus OrthoPoint Rückl & Schick GmbH bietet ein breites Spektrum an orthopädischen Produkten und Dienstleistungen an, um die Lebensqualität von Menschen mit körperlichen Einschränkungen zu verbessern. Das Unternehmen zeichnet sich durch seine moderne Technik, individuelle Fertigung und umfassende Beratung aus. Der Zweck seiner Geschäftstätigkeit ist es, Menschen mit körperlichen Einschränkungen zu unterstützen und ihnen ein besseres Leben zu ermöglichen.","Patrick Rückl, Reiner Rückl, Jürgen Schick",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-OrthoPoint-Rueckl-Schick-GmbH-Erlangen
16046,331461033,Sanitätshaus Orthosan Matthias Kretzschmar,"{'street': 'Hackestr. 7', 'streetAddition': '', 'zip': '01683', 'city': 'Nossen', 'phone': '', 'title': '', 'active': False}","{'lat': 51.059798955819, 'lon': 13.302050965629}",0,,,[],,,,,,,,,
16104,331403032,Sanitätshaus Orthosan Matthias Kretzschmar  Orthopädietechnik,"{'street': 'Muldenstr. 3 a', 'streetAddition': '', 'zip': '04720', 'city': 'Döbeln', 'phone': '', 'title': '', 'active': False}","{'lat': 51.118495944098, 'lon': 13.121650930946}",0,,,[],,,,,,,,,
9299,330333730,Sanitätshaus Ostrowski GbR,"{'street': 'Große Str. 12 a', 'streetAddition': '', 'zip': '27383', 'city': 'Scheeßel', 'phone': '', 'title': '', 'active': False}","{'lat': 53.168903970642, 'lon': 9.4843419824895}",0,,,[],,,,,,,,,
9969,330312973,Sanitätshaus Otto Sturm GmbH   Sanitätshaus/Orthopädietechn,"{'street': 'Dr.-Frössel-Allee 1', 'streetAddition': '', 'zip': '37412', 'city': 'Herzberg', 'phone': '', 'title': '', 'active': False}","{'lat': 51.669537386058, 'lon': 10.342764072988}",0,,,[],,,,,,,,,
8588,330962377,Sanitätshaus Otto Traub GmbH,"{'street': 'Balthasar-Neumann-Platz 1', 'streetAddition': '', 'zip': '97440', 'city': 'Werneck', 'phone': '', 'title': '', 'active': False}","{'lat': 49.980205975062, 'lon': 10.100990958431}",0,info@sanitaetshaus-traub.de,sanitaetshaus-traub.de,[],+49 9721 72950,"Wilhelmstraße 8, 97421 Schweinfurt",Sanitäts- und Hilfsmittelhandel,"Sanitätshaus Otto Traub GmbH ist ein Unternehmen, eine breite Palette von Gesundheitsprodukten und Dienstleistungen anbietet, darunter Blutdruck- und Blutzuckermessgeräte, Inhalationsgeräte, orthopädische Schuheinlagen, Computer-unterstützte Maßnahmen bei Kompressionsstrumpfhosen und -strümpfen, Sportbandagen, Fitnessgeräte, Massagegeräte und orthopädische Schuhe. Das Unternehmen zielt darauf ab, seinen Kunden ein erfüllteres und komfortableres Leben zu ermöglichen.","Andreas Traub, Oliver Traub",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Otto-Traub-GmbH-Schweinfurt
11651,330961537,Sanitätshaus Otto Traub GmbH   Filiale Gerolzhofen,"{'street': 'Marktplatz 12', 'streetAddition': '', 'zip': '97447', 'city': 'Gerolzhofen', 'phone': '', 'title': '', 'active': False}","{'lat': 49.900593956744, 'lon': 10.349170947426}",0,,,[],,,,,,,,,
11652,330961526,Sanitätshaus Otto Traub GmbH  Filiale Hassfurt,"{'street': 'Torgraben 5', 'streetAddition': '', 'zip': '97437', 'city': 'Haßfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.032151976655, 'lon': 10.509435963668}",0,,,[],,,,,,,,,
9167,330962958,Sanitätshaus Otto Traub GmbH  Filiale Hofheim,"{'street': 'Hauptstr. 5', 'streetAddition': '', 'zip': '97461', 'city': 'Hofheim', 'phone': '', 'title': '', 'active': False}","{'lat': 50.137754957994, 'lon': 10.523033941786}",0,,,[],,,,,,,,,
8587,330961946,Sanitätshaus Otto Traub GmbH   Filiale im Point-Center,"{'street': 'Gartenstr. 11', 'streetAddition': '', 'zip': '97616', 'city': 'Bad Neustadt', 'phone': '', 'title': '', 'active': False}","{'lat': 50.326327991083, 'lon': 10.208227974294}",0,,,[],,,,,,,,,
9910,330962867,Sanitätshaus Otto Traub GmbH Filiale Ochsenfurt,"{'street': 'Jahnstr. 5', 'streetAddition': '', 'zip': '97199', 'city': 'Ochsenfurt', 'phone': '', 'title': '', 'active': False}","{'lat': 49.665227988595, 'lon': 10.068556925772}",0,,,[],,,,,,,,,
265,330330010,Sanitätshaus Pahmeyer GmbH,"{'street': 'Großer Plan 21', 'streetAddition': '', 'zip': '29221', 'city': 'Celle', 'phone': '', 'title': '', 'active': False}","{'lat': 52.622772973113, 'lon': 10.080548985657}",0,info@pahmeyer.de,sanitaetshaus-pahmeyer.de,[],+49 5141 924070,"Großer Plan 21, 29221 Celle",Sanitätshaus- und Reha-Technik,"Sanitätshaus Pahmeyer GmbH bietet individuelle Beratung und moderne Technik in den Bereichen Orthopädie, Rehabilitation und Kinderversorgung an. Das Unternehmen zeichnet sich durch die Verwendung von hochwertigen und funktionellen Produkten von bekannten Herstellern aus und bietet ein breites Spektrum an Hilfsmitteln und Technik für die häusliche Pflege. Der Zweck der Geschäftstätigkeit von Sanitätshaus Pahmeyer GmbH ist es, Menschen mit Behinderungen oder Gesundheitsproblemen zu unterstützen und ihnen individuelle Lösungen anzubieten, um ihre Lebensqualität zu verbessern.",Frank Lahmann,HRB 100487 Amtsgericht Lüneburg,,,https://www.companyhouse.de/Sanitaetshaus-Pahmeyer-GmbH-Celle
12189,330814162,Sanitätshaus Paul Schad Inh. Ralph Weyda e.K.,"{'street': 'Hauptstr. 23', 'streetAddition': '', 'zip': '73441', 'city': 'Bopfingen', 'phone': '', 'title': '', 'active': False}","{'lat': 48.857860976681, 'lon': 10.351348912832}",0,,,[],,,,,,,,,
12545,330952353,Sanitätshaus Peter GmbH reha team,"{'street': 'Draisstr. 2', 'streetAddition': '', 'zip': '91522', 'city': 'Ansbach', 'phone': '', 'title': '', 'active': False}","{'lat': 49.296853946388, 'lon': 10.579998988561}",0,,,[],,"Am Neuweiher 22, 91564 Neuendettelsau",Herstellung von sonstigen Waren,Einzelhandel mit gesundheitsmedizinischen und -orthopädischen Ge- und Verbrauchsartikeln sowie orthopädietechnische Versorgung auch als Krankenkassenleistung.,Thomas Peter,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Peter-Orthopaedie-GmbH-Neuendettelsau
12565,330950932,Sanitätshaus Peter Orthopädie GmbH,"{'street': 'Am Neuweiher 22', 'streetAddition': '', 'zip': '91564', 'city': 'Neuendettelsau', 'phone': '', 'title': '', 'active': False}","{'lat': 49.290428466059, 'lon': 10.810503187037}",0,,,[],,"Am Neuweiher 22, 91564 Neuendettelsau",Herstellung von sonstigen Waren,Einzelhandel mit gesundheitsmedizinischen und -orthopädischen Ge- und Verbrauchsartikeln sowie orthopädietechnische Versorgung auch als Krankenkassenleistung.,Thomas Peter,Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Peter-Orthopaedie-GmbH-Neuendettelsau
11525,331300620,Sanitätshaus Philipp Cindy Hein e.K.,"{'street': 'Gleviner Str. 19', 'streetAddition': '', 'zip': '18273', 'city': 'Güstrow', 'phone': '', 'title': '', 'active': False}","{'lat': 53.791234967939, 'lon': 12.179236990203}",0,info@sanitaetshaus-philipp.de,sanitaetshaus-philipp.de,[],+49 3843 685944,"Glevinerstr. 19, 18273 Güstrow",Sanitätshaus- und Gesundheitshaus-Dienstleistungen,"Sanitätshaus Philipp Inhaber Cindy Hein e.K. bietet ein breites Spektrum an Pflegemitteln, Hilfsmitteln und medizinischen Geräten an, um Menschen mit Behinderungen oder chronischen Krankheiten zu unterstützen. Die wichtigsten Merkmale des Unternehmens sind die umfassende Auswahl an Produkten und Dienstleistungen, kompetente Beratung und technische Kundendienst. Der Zweck der Geschäftstätigkeit des Sanitätshauses ist es, Menschen zu helfen, ihre Alltagshilfen und -hilfen zu verbessern und ihre Gesundheit zu erhalten.",René Hein,Eingetragener Kaufmann,,,https://www.companyhouse.de/Sanitaetshaus-Philipp-Inhaber-Cindy-Hein-eK-Guestrow
9284,330346289,Sanitätshaus & Rehatechnik Koop GmbH,"{'street': 'Osteck 2', 'streetAddition': '', 'zip': '26892', 'city': 'Dörpen', 'phone': '', 'title': '', 'active': False}","{'lat': 52.956777791372, 'lon': 7.3416479376259}",0,,,[],,"Osteck 2, 26892 Dörpen","Gesundheit, Wellness & Fitness","Betrieb eines Sanitätshauses, insbesondere in Orthopädie- und Rehatechnik.","Fabian Koop, Martina Koop",HRB 219559 Amtsgericht Osnabrück,,,https://www.companyhouse.de/Sanitaetshaus-Rehatechnik-Koop-GmbH-Doerpen
13812,330930094,Sanitätshaus Reichel und Platzer GmbH,"{'street': 'St.-Kassians-Platz 7', 'streetAddition': '', 'zip': '93047', 'city': 'Regensburg', 'phone': '', 'title': '', 'active': False}","{'lat': 49.017308943103, 'lon': 12.097304976905}",0,info@sanitaetshaus-reichel.de,sanitaetshaus-reichel.de,[],+49 941 40502,"Donaustauferstr. 172B, 93059 Regensburg","Gesundheit, Wellness & Fitness","Betrieb eines Sanitätshauses mit orthopädischer Werkstätte. Die Gesellschaft darf andere Unternehmen gleicher oder ähnlicher Art übernehmen, vertreten und sich an solchen Unternehmen beteiligen.","Heike Gaßner, Helmut Gaßner",Gesellschaft mit beschränkter Haftung,,,https://www.companyhouse.de/Sanitaetshaus-Reichel-und-Platzer-GmbH-Regensburg
